olymping-wrestling-results-,event_title,slug_game,participant_type,medal_type,athletes,rank_equal,rank_position,country_name,country_code,country_3_letter_code,athlete_url,athlete_full_name,value_unit,value_type
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,16,Algeria,DZ,ALG,https://olympics.com/en/athletes/abdelhak-kherbache,Abdelhak KHERBACHE,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,13,Armenia,AM,ARM,https://olympics.com/en/athletes/arsen-harutyunyan-x3560,Arsen HARUTYUNYAN,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,United States of America,US,USA,https://olympics.com/en/athletes/thomas-patrick-gilman,Thomas Patrick GILMAN,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,GOLD,,FALSE,1,ROC,ROC,ROC,https://olympics.com/en/athletes/zavur-uguev,Zavur UGUEV,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,10,Colombia,CO,COL,https://olympics.com/en/athletes/oscar-eduardo-tigreros-urbano,Oscar Eduardo TIGREROS URBANO,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,TRUE,5,Bulgaria,BG,BUL,https://olympics.com/en/athletes/georgi-valentinov-vangelov,Georgi Valentinov VANGELOV,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,14,Serbia,RS,SRB,https://olympics.com/en/athletes/stevan-andria-micic,Stevan Andria MICIC,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,8,Japan,JP,JPN,https://olympics.com/en/athletes/yuki-takahashi,Yuki TAKAHASHI,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,SILVER,,FALSE,2,India,IN,IND,https://olympics.com/en/athletes/kumar-ravi,Ravi Kumar Dahiya,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,11,Turkey,TR,TUR,https://olympics.com/en/athletes/suleyman-atli,Suleyman ATLI,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Kazakhstan,KZ,KAZ,https://olympics.com/en/athletes/nurislam-sanayev,Nurislam SANAYEV,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,9,Mongolia,MN,MGL,https://olympics.com/en/athletes/bekhbayar-erdenebat,Bekhbayar ERDENEBAT,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,7,Uzbekistan,UZ,UZB,https://olympics.com/en/athletes/gulomjon-abdullaev,Gulomjon ABDULLAEV,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,15,Guinea-Bissau,GW,GBS,https://olympics.com/en/athletes/diamantino-iuna-fafe,Diamantino IUNA FAFE,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,TRUE,5,Islamic Republic of Iran,IR,IRI,https://olympics.com/en/athletes/reza-atrinagharchi,Reza ATRINAGHARCHI,,
Freestyle Wrestling,Men's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,12,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/minghu-liu,Minghu LIU,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,16,Romania,RO,ROU,https://olympics.com/en/athletes/andreea-beatrice-ana,Andreea Beatrice ANA,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,10,ROC,ROC,ROC,https://olympics.com/en/athletes/olga-khoroshavtseva,Olga KHOROSHAVTSEVA,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,11,Greece,GR,GRE,https://olympics.com/en/athletes/maria-prevolaraki,Maria PREVOLARAKI,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,SILVER,,FALSE,2,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/qianyu-pang,Qianyu PANG,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,13,Sweden,SE,SWE,https://olympics.com/en/athletes/sofia-magdalena-mattsson,Sofia Magdalena MATTSSON,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,GOLD,,FALSE,1,Japan,JP,JPN,https://olympics.com/en/athletes/mayu-mukaida,Mayu MUKAIDA,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Mongolia,MN,MGL,https://olympics.com/en/athletes/bolortuya-bat-ochir,Bolortuya BAT OCHIR,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,TRUE,5,Cameroon,CM,CMR,https://olympics.com/en/athletes/joseph-emilienne-essombe-tiako,Joseph Emilienne ESSOMBE TIAKO,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,14,Guam,GU,GUM,https://olympics.com/en/athletes/rckaela-maree-ramos-aquino,Rckaela Maree Ramos AQUINO,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,7,Poland,PL,POL,https://olympics.com/en/athletes/roksana-marta-zasina,Roksana Marta ZASINA,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,12,Kazakhstan,KZ,KAZ,https://olympics.com/en/athletes/tatyana-amanzhol-bakatyuk,Tatyana AMANZHOL-BAKATYUK,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Belarus,BY,BLR,https://olympics.com/en/athletes/vanesa-kaladzinskaya,Vanesa KALADZINSKAYA,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,15,Cuba,CU,CUB,https://olympics.com/en/athletes/laura-herin-avila,Laura HERIN AVILA,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,8,Ecuador,EC,ECU,https://olympics.com/en/athletes/luisa-elizabeth-valverde-melendres,Luisa Elizabeth VALVERDE MELENDRES,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,FALSE,9,India,IN,IND,https://olympics.com/en/athletes/vinesh-phogat,Vinesh PHOGAT,,
Freestyle Wrestling,Women's Freestyle 53kg,tokyo-2020,Athlete,,,TRUE,5,United States of America,US,USA,https://olympics.com/en/athletes/jacarra-gwenisha-winchester,Jacarra Gwenisha WINCHESTER,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,SILVER,,FALSE,2,Belarus,BY,BLR,https://olympics.com/en/athletes/mahamedkhabib-kadzimahamedau,Mahamedkhabib KADZIMAHAMEDAU,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,12,Georgia,GE,GEO,https://olympics.com/en/athletes/avtandil-kentchadze,Avtandil KENTCHADZE,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,7,Egypt,EG,EGY,https://olympics.com/en/athletes/amr-reda-ramadan-hussen,Amr Reda Ramadan HUSSEN,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,15,Islamic Republic of Iran,IR,IRI,https://olympics.com/en/athletes/mostafa-mohabbali-hosseinkhani,Mostafa Mohabbali HOSSEINKHANI,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,United States of America,US,USA,https://olympics.com/en/athletes/kyle-douglas-dake,Kyle Douglas DAKE,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Uzbekistan,UZ,UZB,https://olympics.com/en/athletes/bekzod-abdurakhmonov,Bekzod ABDURAKHMONOV,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,10,Ukraine,UA,UKR,https://olympics.com/en/athletes/vasyl-mykhailov,Vasyl MYKHAILOV,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,GOLD,,FALSE,1,ROC,ROC,ROC,https://olympics.com/en/athletes/zaurbek-sidakov,Zaurbek SIDAKOV,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,TRUE,5,Italy,IT,ITA,https://olympics.com/en/athletes/frank-chamizo-marquez,Frank CHAMIZO MARQUEZ,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,8,Azerbaijan,AZ,AZE,https://olympics.com/en/athletes/turan-bayramov,Turan BAYRAMOV,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,16,Puerto Rico,PR,PUR,https://olympics.com/en/athletes/franklin-gomez,Franklin GOMEZ,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,11,Guinea-Bissau,GW,GBS,https://olympics.com/en/athletes/augusto-midana,Augusto MIDANA,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,14,Japan,JP,JPN,https://olympics.com/en/athletes/keisuke-otoguro,Keisuke OTOGURO,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,13,Poland,PL,POL,https://olympics.com/en/athletes/kamil-rybicki,Kamil RYBICKI,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,TRUE,5,Kazakhstan,KZ,KAZ,https://olympics.com/en/athletes/daniyar-kaisanov,Daniyar KAISANOV,,
Freestyle Wrestling,Men's Freestyle 74kg,tokyo-2020,Athlete,,,FALSE,9,Cuba,CU,CUB,https://olympics.com/en/athletes/jeandry-garzon-caballero,Jeandry GARZON CABALLERO,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,16,Senegal,SN,SEN,https://olympics.com/en/athletes/adama-diatta,Adama DIATTA,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,10,Cuba,CU,CUB,https://olympics.com/en/athletes/alejandro-enrique-valdes-tobier,Alejandro Enrique VALDES TOBIER,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,TRUE,5,Hungary,HU,HUN,https://olympics.com/en/athletes/iszmail-muszukajev,Iszmail MUSZUKAJEV,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,9,Mongolia,MN,MGL,https://olympics.com/en/athletes/tulga-tumur-ochir,Tulga TUMUR OCHIR,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,11,Argentina,AR,ARG,https://olympics.com/en/athletes/agustin-alejandro-destribats,Agustin Alejandro DESTRIBATS,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,8,Islamic Republic of Iran,IR,IRI,https://olympics.com/en/athletes/morteza-ghiasi-cheka,Morteza GHIASI CHEKA,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,ROC,ROC,ROC,https://olympics.com/en/athletes/gadzhimurad-rashidov,Gadzhimurad RASHIDOV,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,SILVER,,FALSE,2,Azerbaijan,AZ,AZE,https://olympics.com/en/athletes/haji-aliyev,Haji ALIYEV,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,14,Armenia,AM,ARM,https://olympics.com/en/athletes/vazgen-tevanyan,Vazgen TEVANYAN,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,India,IN,IND,https://olympics.com/en/athletes/bajrang-bajrang,Bajrang BAJRANG,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,7,Poland,PL,POL,https://olympics.com/en/athletes/magomedmurad-gadzhiev,Magomedmurad GADZHIEV,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,GOLD,,FALSE,1,Japan,JP,JPN,https://olympics.com/en/athletes/takuto-otoguro,Takuto OTOGURO,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,15,Greece,GR,GRE,https://olympics.com/en/athletes/georgios-pilidis,Georgios PILIDIS,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,12,Kyrgyzstan,KG,KGZ,https://olympics.com/en/athletes/ernazar-akmataliev,Ernazar AKMATALIEV,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,FALSE,13,Tunisia,TN,TUN,https://olympics.com/en/athletes/haithem-dakhlaoui,Haithem DAKHLAOUI,,
Freestyle Wrestling,Men's Freestyle 65kg,tokyo-2020,Athlete,,,TRUE,5,Kazakhstan,KZ,KAZ,https://olympics.com/en/athletes/daulet-niyazbekov,Daulet NIYAZBEKOV,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,9,Turkey,TR,TUR,https://olympics.com/en/athletes/osman-gocen,Osman GOCEN,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,TRUE,5,Uzbekistan,UZ,UZB,https://olympics.com/en/athletes/javrail-shapiev,Javrail SHAPIEV,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,16,Belarus,BY,BLR,https://olympics.com/en/athletes/ali-shabanau,Ali SHABANAU,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,GOLD,,FALSE,1,United States of America,US,USA,https://olympics.com/en/athletes/david-morris-taylor-iii,David Morris TAYLOR III,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,7,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/zushen-lin,Zushen LIN,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,12,Colombia,CO,COL,https://olympics.com/en/athletes/carlos-arturo-izquierdo-mendez,Carlos Arturo IZQUIERDO MENDEZ,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,11,Algeria,DZ,ALG,https://olympics.com/en/athletes/fateh-benferdjallah,Fateh BENFERDJALLAH,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,8,Switzerland,CH,SUI,https://olympics.com/en/athletes/stefan-reichmuth,Stefan REICHMUTH,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,ROC,ROC,ROC,https://olympics.com/en/athletes/artur-naifonov,Artur NAIFONOV,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,14,Slovakia,SK,SVK,https://olympics.com/en/athletes/boris-makoev,Boris MAKOEV,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,15,Peru,PE,PER,https://olympics.com/en/athletes/pool-edinson-ambrocio-greifo,Pool Edinson AMBROCIO GREIFO,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,TRUE,5,India,IN,IND,https://olympics.com/en/athletes/deepak-punia,Deepak PUNIA,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,San Marino,SM,SMR,https://olympics.com/en/athletes/myles-nazem-amine,Myles Nazem AMINE,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,SILVER,,FALSE,2,Islamic Republic of Iran,IR,IRI,https://olympics.com/en/athletes/hassan-aliazam-yazdanicharati,Hassan Aliazam YAZDANICHARATI,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,10,Japan,JP,JPN,https://olympics.com/en/athletes/sohsuke-takatani,Sohsuke TAKATANI,,
Freestyle Wrestling,Men's Freestyle 86kg,tokyo-2020,Athlete,,,FALSE,13,Nigeria,NG,NGR,https://olympics.com/en/athletes/ekerekeme-agiomor,Ekerekeme AGIOMOR,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,TRUE,5,Mongolia,MN,MGL,https://olympics.com/en/athletes/battsetseg-soronzonbold,Battsetseg SORONZONBOLD,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,8,ROC,ROC,ROC,https://olympics.com/en/athletes/khanum-velieva,Khanum VELIEVA,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,11,Bulgaria,BG,BUL,https://olympics.com/en/athletes/mimi-nikolova-hristova,Mimi Nikolova HRISTOVA,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,9,Germany,DE,GER,https://olympics.com/en/athletes/anna-carmen-schell,Anna Carmen SCHELL,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,14,Egypt,EG,EGY,https://olympics.com/en/athletes/enas-ahmed,Enas AHMED,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,16,Poland,PL,POL,https://olympics.com/en/athletes/agnieszka-jadwiga-wieszczek-kordus,Agnieszka Jadwiga WIESZCZEK-KORDUS,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,TRUE,5,Japan,JP,JPN,https://olympics.com/en/athletes/sara-dosho,Sara DOSHO,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,12,Cuba,CU,CUB,https://olympics.com/en/athletes/yudari-sanchez-rodriguez,Yudari SANCHEZ RODRIGUEZ,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,10,Azerbaijan,AZ,AZE,https://olympics.com/en/athletes/elis-manolova,Elis MANOLOVA,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,15,Canada,CA,CAN,https://olympics.com/en/athletes/danielle-suzanne-lappage,Danielle Suzanne LAPPAGE,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Kyrgyzstan,KG,KGZ,https://olympics.com/en/athletes/meerim-zhumanazarova,Meerim ZHUMANAZAROVA,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,7,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/feng-zhou,Feng ZHOU,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Ukraine,UA,UKR,https://olympics.com/en/athletes/alla-cherkasova,Alla CHERKASOVA,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,,,FALSE,13,France,FR,FRA,https://olympics.com/en/athletes/koumba-larroque,Koumba LARROQUE,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,GOLD,,FALSE,1,United States of America,US,USA,https://olympics.com/en/athletes/tamyra-mariama-mensah-stock,Tamyra Mariama MENSAH STOCK,,
Freestyle Wrestling,Women's Freestyle 68kg,tokyo-2020,Athlete,SILVER,,FALSE,2,Nigeria,NG,NGR,https://olympics.com/en/athletes/blessing-oborududu,Blessing OBORUDUDU,,
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,15,Nigeria,NG,NGR,https://olympics.com/en/athletes/adijat-avorshai-idris,Adijat Avorshai IDRIS,0,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,10,ROC,ROC,ROC,https://olympics.com/en/athletes/stalvira-orshush,Stalvira ORSHUSH,1,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Azerbaijan,AZ,AZE,https://olympics.com/en/athletes/mariya-stadnik,Mariya STADNIK,11,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,SILVER,,FALSE,2,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/yanan-sun,Yanan SUN,9,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,7,Bulgaria,BG,BUL,https://olympics.com/en/athletes/miglena-georgieva-selishka,Miglena Georgieva SELISHKA,4,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,GOLD,,FALSE,1,Japan,JP,JPN,https://olympics.com/en/athletes/yui-susaki,Yui SUSAKI,16,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,11,Kazakhstan,KZ,KAZ,https://olympics.com/en/athletes/valentina-ivanovna-islamova-brik,Valentina Ivanovna ISLAMOVA-BRIK,1,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,16,Turkey,TR,TUR,https://olympics.com/en/athletes/evin-demirhan,Evin DEMIRHAN,0,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,12,Cuba,CU,CUB,https://olympics.com/en/athletes/yusneylis-guzman-lopez,Yusneylis GUZMAN LOPEZ,1,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,14,Romania,RO,ROU,https://olympics.com/en/athletes/emilia-alina-vuc,Emilia Alina VUC,0,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,9,Tunisia,TN,TUN,https://olympics.com/en/athletes/sarra-hamdi,Sarra HAMDI,3,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,8,Ecuador,EC,ECU,https://olympics.com/en/athletes/lucia-yamileth-yepez-guzman,Lucia Yamileth YEPEZ GUZMAN,3,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,TRUE,5,Mongolia,MN,MGL,https://olympics.com/en/athletes/namuuntsetseg-tsogt-ochir,Namuuntsetseg TSOGT-OCHIR,5,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,TRUE,5,Ukraine,UA,UKR,https://olympics.com/en/athletes/oksana-livach,Oksana LIVACH,11,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,,,FALSE,13,India,IN,IND,https://olympics.com/en/athletes/seema-seema,Seema SEEMA,1,POINTS
Freestyle Wrestling,Women's Freestyle 50kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,United States of America,US,USA,https://olympics.com/en/athletes/sarah-ann-hildebrandt,Sarah Ann HILDEBRANDT,13,POINTS
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,13,Kazakhstan,KZ,KAZ,https://olympics.com/en/athletes/elmira-syzdykova,Elmira SYZDYKOVA,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,SILVER,,FALSE,2,United States of America,US,USA,https://olympics.com/en/athletes/adeline-maria-gray,Adeline Maria GRAY,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,11,Canada,CA,CAN,https://olympics.com/en/athletes/erica-elizabeth-wiebe,Erica Elizabeth WIEBE,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,TRUE,5,Japan,JP,JPN,https://olympics.com/en/athletes/hiroe-minagawa,Hiroe MINAGAWA,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,14,Brazil,BR,BRA,https://olympics.com/en/athletes/aline-da-silva-ferreira,Aline DA SILVA FERREIRA,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,16,Tunisia,TN,TUN,https://olympics.com/en/athletes/zaineb-sghaier,Zaineb SGHAIER,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,TRUE,5,Kyrgyzstan,KG,KGZ,https://olympics.com/en/athletes/aiperi-medet-kyzy,Aiperi MEDET KYZY,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,10,Egypt,EG,EGY,https://olympics.com/en/athletes/samar-amer-ibrahim-hamza,Samar Amer Ibrahim HAMZA,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,9,Belarus,BY,BLR,https://olympics.com/en/athletes/vasilisa-marzaliuk,Vasilisa MARZALIUK,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Turkey,TR,TUR,https://olympics.com/en/athletes/yasemin-adar,Yasemin ADAR,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,GOLD,,FALSE,1,Germany,DE,GER,https://olympics.com/en/athletes/aline-focken,Aline FOCKEN,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,7,ROC,ROC,ROC,https://olympics.com/en/athletes/natalia-vorobieva,Natalia VOROBIEVA,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,15,Mongolia,MN,MGL,https://olympics.com/en/athletes/burmaa-ochirbat,Burmaa OCHIRBAT,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,8,Estonia,EE,EST,https://olympics.com/en/athletes/epp-mae,Epp MAE,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,,,FALSE,12,Ukraine,UA,UKR,https://olympics.com/en/athletes/alla-belinska,Alla BELINSKA,,
Freestyle Wrestling,Women's Freestyle 76kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/qian-zhou,Qian ZHOU,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,Bulgaria,BG,BUL,https://olympics.com/en/athletes/evelina-georgieva-nikolova,Evelina Georgieva NIKOLOVA,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,9,India,IN,IND,https://olympics.com/en/athletes/anshu-anshu,Anshu ANSHU,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,BRONZE,,TRUE,3,United States of America,US,USA,https://olympics.com/en/athletes/helen-louise-maroulis,Helen Louise MAROULIS,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,15,Tunisia,TN,TUN,https://olympics.com/en/athletes/siwar-bouseta,Siwar BOUSETA,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,14,France,FR,FRA,https://olympics.com/en/athletes/mathilde-helene-riviere,Mathilde Helene RIVIERE,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,SILVER,,FALSE,2,Belarus,BY,BLR,https://olympics.com/en/athletes/iryna-kurachkina,Iryna KURACHKINA,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,7,Republic of Moldova,MD,MDA,https://olympics.com/en/athletes/anastasia-nichita,Anastasia NICHITA,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,,,FALSE,8,Ukraine,UA,UKR,https://olympics.com/en/athletes/tetyana-kit,Tetyana KIT,,
Freestyle Wrestling,Women's Freestyle 57kg,tokyo-2020,Athlete,GOLD,,FALSE,1,Japan,JP,JPN,https://olympics.com/en/athletes/risako-kawai,Risako KAWAI,,
